rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
COIMBRES12DEL01 ,38.0,4.6,11.000762,76.981876,11.040762,77.021876,windy,high,0,snack,motorcycle,1.0,no,metropolitian,33,COIMB,5,3,saturday,1,15.0,14.0,afternoon,6.232403352170867,medium
RANCHIRES19DEL03 ,,,23.333017,85.3172,23.363017,85.3472,,,3,buffet,scooter,0.0,no,urban,11,RANCHI,1,3,tuesday,0,,,,4.528570754218756,short
BANGRES05DEL02 ,38.0,4.7,12.970324,77.645748,13.020324,77.695748,stormy,medium,1,meal,scooter,,no,metropolitian,26,BANG,26,3,saturday,1,5.0,18.0,evening,7.7626338661018774,medium
PUNERES11DEL01 ,27.0,4.8,18.533811,73.899315,18.543811,73.909315,fog,low,0,meal,motorcycle,1.0,no,urban,17,PUNE,17,3,thursday,0,5.0,10.0,morning,1.532276469519439,short
PUNERES20DEL02 ,36.0,4.9,18.592718,73.773572,18.612718,73.793572,cloudy,high,2,drinks,motorcycle,1.0,no,,37,PUNE,28,3,monday,0,10.0,11.0,morning,3.0640094555094213,short
PUNERES04DEL02 ,30.0,4.7,18.51421,73.838429,18.53421,73.858429,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,26,PUNE,11,3,friday,0,5.0,9.0,morning,3.064676862169093,short
MYSRES03DEL02 ,31.0,4.5,12.299524,76.64262,12.429524,76.77262,sunny,jam,2,meal,electric_scooter,0.0,no,metropolitian,19,MYS,6,3,sunday,1,10.0,20.0,night,20.20724042537554,very_long
INDORES16DEL02 ,35.0,4.0,22.744648,75.894377,22.794648,75.944377,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,34,INDO,15,3,tuesday,0,15.0,19.0,evening,7.562501497648588,medium
COIMBRES20DEL03 ,29.0,4.9,10.994136,76.963303,11.024136,76.993303,sunny,jam,1,drinks,scooter,0.0,no,urban,15,COIMB,3,4,sunday,1,5.0,21.0,night,4.674393132741051,short
HYDRES010DEL01 ,29.0,4.8,17.428294,78.404423,17.498294,78.474423,sandstorms,jam,1,meal,motorcycle,1.0,no,urban,20,HYD,18,3,friday,0,5.0,20.0,night,10.757050667280428,long
HYDRES08DEL01 ,39.0,4.9,17.438263,78.397865,17.448263,78.407865,sunny,low,2,buffet,scooter,0.0,no,metropolitian,12,HYD,3,3,thursday,0,5.0,8.0,morning,1.5368020663947328,short
PUNERES18DEL01 ,35.0,4.6,18.593481,73.785901,18.633481,73.825901,sunny,high,1,snack,motorcycle,1.0,no,metropolitian,23,PUNE,3,3,thursday,0,10.0,14.0,afternoon,6.127835452844326,medium
COIMBRES04DEL01 ,26.0,4.5,11.024839,77.007003,11.134839,77.117003,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,COIMB,25,3,friday,0,10.0,21.0,night,17.137414711878986,very_long
SURRES17DEL02 ,23.0,4.4,21.149569,72.772697,21.169569,72.792697,windy,low,0,snack,motorcycle,0.0,no,metropolitian,27,SUR,1,4,friday,0,15.0,10.0,morning,3.0408940852046724,short
INDORES17DEL01 ,21.0,4.8,22.761226,75.887522,22.831226,75.957521,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,21,INDO,12,3,saturday,1,15.0,0.0,after_midnight,10.5864846162781,long
PUNERES07DEL02 ,34.0,4.6,18.546947,73.900626,18.676947,74.030626,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,20,PUNE,18,3,friday,0,15.0,23.0,night,19.915547551520536,very_long
BANGRES15DEL02 ,38.0,4.5,12.975377,77.696664,13.025377,77.746664,sandstorms,jam,2,snack,motorcycle,,no,urban,25,BANG,17,3,thursday,0,10.0,19.0,evening,7.762556904358444,medium
SURRES13DEL01 ,34.0,4.8,21.170096,72.789122,21.210096,72.829122,stormy,high,0,snack,motorcycle,1.0,no,metropolitian,31,SUR,3,3,thursday,0,5.0,12.0,afternoon,6.081204324626466,medium
RANCHIRES13DEL01 ,34.0,4.0,23.374989,85.335486,23.414989,85.375486,cloudy,high,0,snack,motorcycle,1.0,no,metropolitian,31,RANCHI,5,4,tuesday,0,10.0,13.0,afternoon,6.037116126732456,medium
VADRES12DEL02 ,21.0,4.6,,,,,windy,high,1,snack,motorcycle,0.0,no,metropolitian,19,VAD,1,3,tuesday,0,5.0,11.0,morning,,
BANGRES05DEL03 ,25.0,4.9,12.970324,77.645748,13.030324,77.705748,fog,medium,1,snack,scooter,1.0,no,urban,17,BANG,3,3,thursday,0,5.0,17.0,evening,9.315069177421892,medium
VADRES04DEL01 ,38.0,4.2,,,,,stormy,jam,0,meal,motorcycle,1.0,no,urban,38,VAD,27,3,sunday,1,10.0,21.0,night,,
COIMBRES13DEL02 ,36.0,4.5,11.003669,76.976494,11.133669,77.106494,fog,low,2,buffet,scooter,0.0,no,metropolitian,37,COIMB,27,3,sunday,1,15.0,23.0,night,20.253686746640913,very_long
MYSRES14DEL03 ,37.0,4.0,,,,,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,26,MYS,1,3,tuesday,0,15.0,22.0,night,,
CHENRES04DEL03 ,,,13.02978,80.208812,13.11978,80.298812,,,3,snack,bicycle,1.0,no,metropolitian,26,CHEN,4,3,friday,0,,,,13.970556078644911,long
SURRES17DEL03 ,25.0,4.8,21.149569,72.772697,21.179569,72.802697,windy,jam,1,meal,scooter,1.0,,urban,12,SUR,24,3,thursday,0,15.0,21.0,night,4.561269432005461,short
COIMBRES02DEL01 ,32.0,4.9,11.022477,76.995667,11.132477,77.105667,sunny,jam,2,meal,scooter,1.0,no,metropolitian,30,COIMB,6,4,wednesday,0,10.0,21.0,night,17.137482577838597,very_long
JAPRES19DEL02 ,33.0,3.9,26.913726,75.75282,27.043726,75.88282,sandstorms,jam,2,snack,scooter,1.0,no,metropolitian,44,JAP,4,3,friday,0,5.0,21.0,night,19.362561679297382,very_long
GOARES010DEL03 ,30.0,4.8,15.546594,73.760431,15.576594,73.790431,windy,low,1,drinks,motorcycle,0.0,no,urban,20,GOA,13,2,sunday,1,10.0,22.0,night,4.6319408367104415,short
RANCHIRES11DEL03 ,27.0,4.5,23.359194,85.325447,23.449194,85.415447,stormy,jam,2,snack,scooter,1.0,no,metropolitian,18,RANCHI,31,3,thursday,0,5.0,21.0,night,13.583078662317007,long
RANCHIRES11DEL01 ,32.0,4.7,23.359194,85.325447,23.399194,85.365447,cloudy,medium,1,buffet,motorcycle,1.0,no,,19,RANCHI,26,3,saturday,1,15.0,16.0,afternoon,6.03744523636816,medium
VADRES11DEL02 ,21.0,4.3,22.308096,73.167753,22.438096,73.297753,fog,medium,1,snack,scooter,1.0,no,metropolitian,32,VAD,31,3,thursday,0,5.0,18.0,evening,19.68855300536449,very_long
COIMBRES09DEL01 ,27.0,4.7,11.008638,76.984311,11.078638,77.054311,sunny,jam,1,drinks,scooter,0.0,no,metropolitian,12,COIMB,20,3,sunday,1,5.0,21.0,night,10.90628903651029,long
MUMRES14DEL02 ,23.0,4.4,19.1813,72.836191,19.2313,72.886191,sandstorms,jam,0,buffet,motorcycle,1.0,no,urban,36,MUM,28,3,monday,0,5.0,20.0,night,7.646982582847267,medium
COIMBRES04DEL02 ,31.0,4.1,11.024839,77.007003,11.104839,77.087003,stormy,jam,2,meal,electric_scooter,2.0,no,metropolitian,37,COIMB,29,3,tuesday,0,15.0,21.0,night,12.463888116757749,long
VADRES11DEL02 ,28.0,4.7,22.308096,73.167753,22.388096,73.247753,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,29,VAD,16,3,wednesday,0,10.0,21.0,night,12.117036432265502,long
CHENRES01DEL03 ,23.0,5.0,13.005801,80.250744,13.095801,80.340744,sandstorms,medium,1,drinks,scooter,0.0,no,metropolitian,28,CHEN,12,3,saturday,1,5.0,17.0,evening,13.97121661678327,long
COIMBRES08DEL01 ,28.0,4.8,11.001852,76.976268,11.071852,77.046268,sunny,medium,0,drinks,motorcycle,1.0,no,urban,18,COIMB,23,3,wednesday,0,15.0,18.0,evening,10.906412696832646,long
JAPRES20DEL03 ,39.0,4.6,26.956431,75.776649,27.016431,75.836649,sandstorms,medium,2,drinks,electric_scooter,1.0,no,urban,26,JAP,15,3,tuesday,0,15.0,17.0,evening,8.936297424957562,medium
COIMBRES14DEL01 ,20.0,4.7,11.003681,76.975525,11.073681,77.045525,sandstorms,jam,1,meal,scooter,0.0,no,metropolitian,25,COIMB,16,3,wednesday,0,5.0,21.0,night,10.906379374468557,long
MYSRES13DEL02 ,24.0,4.9,12.310972,76.659264,12.330972,76.679264,windy,low,1,buffet,scooter,1.0,no,metropolitian,18,MYS,30,3,wednesday,0,15.0,10.0,morning,3.109059104393369,short
BANGRES06DEL02 ,20.0,4.9,12.979096,77.640625,12.999096,77.660625,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,14,BANG,9,3,wednesday,0,10.0,10.0,morning,3.105091522701049,short
JAPRES16DEL02 ,24.0,4.1,26.849596,75.800512,26.869596,75.820512,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,26,JAP,9,3,wednesday,0,15.0,8.0,morning,2.9802493849187557,short
KOLRES15DEL01 ,33.0,4.2,22.552672,88.352885,22.622672,88.422885,sunny,jam,1,meal,motorcycle,1.0,no,urban,34,KOL,14,2,monday,0,15.0,19.0,evening,10.593965493047934,long
MUMRES15DEL03 ,34.0,4.3,19.176269,72.836721,19.266269,72.926721,cloudy,low,2,meal,electric_scooter,1.0,no,metropolitian,38,MUM,8,3,tuesday,0,15.0,23.0,night,13.763977224427641,long
HYDRES11DEL01 ,39.0,4.9,17.430448,78.418213,17.500448,78.488213,windy,medium,2,buffet,scooter,0.0,no,urban,21,HYD,12,3,saturday,1,15.0,18.0,evening,10.756990051436132,long
COIMBRES07DEL02 ,22.0,5.0,10.96185,76.971082,11.09185,77.101082,stormy,jam,2,snack,motorcycle,0.0,no,urban,21,COIMB,14,3,monday,0,15.0,19.0,evening,20.25510293833981,very_long
CHENRES12DEL01 ,24.0,5.0,12.972793,80.249982,13.042793,80.319982,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,17,CHEN,6,3,sunday,1,15.0,21.0,night,10.867421265092352,long
GOARES16DEL02 ,33.0,4.2,15.498603,73.826911,15.628603,73.956911,sunny,medium,0,drinks,motorcycle,2.0,no,metropolitian,36,GOA,12,2,saturday,1,10.0,17.0,evening,20.071646721865925,very_long
INDORES02DEL01 ,,,22.651847,75.881991,22.661847,75.891991,sandstorms,low,2,meal,scooter,1.0,no,urban,18,INDO,17,3,thursday,0,,,,1.513073455729525,short
VADRES15DEL02 ,36.0,4.7,,,,,windy,low,1,meal,scooter,0.0,no,metropolitian,20,VAD,6,4,wednesday,0,15.0,0.0,after_midnight,,
COIMBRES09DEL01 ,32.0,4.5,11.008638,76.984311,11.078638,77.054311,fog,medium,0,snack,motorcycle,1.0,no,urban,43,COIMB,6,4,wednesday,0,10.0,18.0,evening,10.90628903651029,long
HYDRES12DEL02 ,28.0,4.7,17.429585,78.392621,17.509585,78.472621,windy,medium,0,buffet,motorcycle,2.0,no,metropolitian,38,HYD,6,4,wednesday,0,5.0,17.0,evening,12.293569688294703,long
HYDRES09DEL01 ,22.0,4.9,17.431668,78.408321,17.541668,78.518321,sandstorms,jam,0,meal,motorcycle,2.0,no,urban,36,HYD,2,4,saturday,1,15.0,21.0,night,16.90290152749197,very_long
MYSRES17DEL03 ,35.0,5.0,12.326356,76.619103,12.416356,76.709103,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,40,MYS,12,3,saturday,1,15.0,19.0,evening,13.989450296958767,long
RANCHIRES13DEL02 ,32.0,4.2,23.374989,85.335486,23.454989,85.415486,sandstorms,jam,2,buffet,motorcycle,1.0,no,metropolitian,42,RANCHI,20,3,sunday,1,10.0,20.0,night,12.073397681482605,long
INDORES13DEL02 ,20.0,4.6,22.745049,75.892471,22.825049,75.972471,stormy,jam,1,snack,scooter,0.0,no,metropolitian,20,INDO,31,3,thursday,0,10.0,21.0,night,12.09937442336077,long
INDORES04DEL03 ,30.0,5.0,22.753659,75.903365,22.783659,75.933365,windy,jam,0,snack,motorcycle,2.0,yes,metropolitian,47,INDO,13,3,sunday,1,10.0,20.0,night,4.537516076226438,short
COIMBRES08DEL01 ,23.0,4.8,11.001852,76.976268,11.011852,76.986268,sandstorms,high,2,snack,motorcycle,1.0,no,metropolitian,17,COIMB,24,3,thursday,0,5.0,11.0,morning,1.5581369822072066,short
LUDHRES01DEL02 ,32.0,4.8,30.873988,75.842739,30.923988,75.892739,stormy,medium,2,drinks,scooter,0.0,no,metropolitian,28,LUDH,11,2,friday,0,5.0,17.0,evening,7.325988185630952,medium
RANCHIRES16DEL01 ,22.0,4.7,23.371292,85.327872,23.381292,85.337872,sunny,low,1,snack,motorcycle,1.0,no,urban,21,RANCHI,19,3,saturday,1,10.0,10.0,morning,1.5093764432901144,short
CHENRES06DEL01 ,33.0,4.3,13.054347,80.257221,13.124347,80.327221,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,51,CHEN,10,3,thursday,0,15.0,21.0,night,10.865675782880029,long
BANGRES07DEL01 ,39.0,5.0,12.978453,77.643685,13.018453,77.683685,cloudy,medium,2,meal,scooter,0.0,no,metropolitian,15,BANG,15,3,tuesday,0,15.0,15.0,afternoon,6.210069011405746,medium
HYDRES12DEL01 ,38.0,4.6,17.429585,78.392621,17.439585,78.402621,cloudy,high,1,meal,motorcycle,1.0,no,metropolitian,32,HYD,3,4,sunday,1,10.0,11.0,morning,1.536836906549953,short
MYSRES010DEL03 ,37.0,4.1,12.321214,76.621094,12.411214,76.711094,cloudy,jam,1,drinks,motorcycle,1.0,no,semi-urban,49,MYS,4,3,friday,0,10.0,20.0,night,13.98958472463553,long
MUMRES02DEL03 ,31.0,4.0,19.221315,72.862381,19.281315,72.922381,sandstorms,jam,1,drinks,motorcycle,0.0,no,metropolitian,33,MUM,3,3,thursday,0,10.0,19.0,evening,9.175193844437826,medium
VADRES18DEL03 ,38.0,5.0,,,,,stormy,low,1,buffet,motorcycle,0.0,no,metropolitian,26,VAD,4,4,monday,0,15.0,22.0,night,,
GOARES15DEL03 ,25.0,4.6,15.51315,73.78346,15.57315,73.84346,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,21,GOA,15,2,tuesday,0,10.0,22.0,night,9.264280986804865,medium
CHENRES17DEL01 ,29.0,4.4,13.045479,80.23311,13.085479,80.27311,windy,high,0,meal,motorcycle,1.0,no,metropolitian,31,CHEN,7,3,monday,0,5.0,13.0,afternoon,6.209250269756872,medium
BANGRES12DEL01 ,38.0,4.0,12.939496,77.625999,12.949496,77.635999,fog,high,2,meal,motorcycle,1.0,no,metropolitian,31,BANG,21,3,monday,0,5.0,11.0,morning,1.5526813140972442,short
MUMRES03DEL02 ,32.0,4.9,19.22384,72.841347,19.27384,72.891347,cloudy,low,2,snack,scooter,1.0,no,metropolitian,19,MUM,1,3,tuesday,0,15.0,23.0,night,7.646049300624547,medium
RANCHIRES14DEL02 ,32.0,4.3,,,,,stormy,jam,0,snack,motorcycle,2.0,no,metropolitian,35,RANCHI,15,3,tuesday,0,10.0,20.0,night,,
KNPRES01DEL02 ,29.0,4.4,26.483672,80.320708,26.613672,80.450708,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,37,KNP,14,2,monday,0,5.0,20.0,night,19.395102472533644,very_long
SURRES01DEL02 ,35.0,5.0,21.186438,72.794115,21.236438,72.844115,sunny,jam,2,meal,electric_scooter,0.0,no,metropolitian,15,SUR,3,3,thursday,0,15.0,21.0,night,7.600994631258685,medium
MYSRES18DEL02 ,29.0,4.5,12.337928,76.617889,12.417928,76.697889,sandstorms,low,1,snack,scooter,,no,metropolitian,14,MYS,16,3,wednesday,0,15.0,22.0,night,12.434914295120448,long
SURRES16DEL03 ,32.0,4.4,21.160437,72.774209,21.250437,72.864209,sandstorms,jam,0,drinks,motorcycle,3.0,yes,metropolitian,54,SUR,31,3,thursday,0,10.0,19.0,evening,13.682048188061888,long
JAPRES13DEL01 ,24.0,4.6,26.846156,75.8023,26.956156,75.9123,windy,low,1,snack,scooter,1.0,no,metropolitian,18,JAP,10,3,thursday,0,15.0,22.0,night,16.388699354723066,very_long
CHENRES15DEL01 ,25.0,4.6,13.026286,80.275235,13.036286,80.285235,sandstorms,low,1,meal,motorcycle,0.0,no,urban,12,CHEN,3,4,sunday,1,5.0,10.0,morning,1.5524171298912166,short
MYSRES09DEL01 ,20.0,4.7,12.323194,76.630583,12.363194,76.670583,stormy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,28,MYS,15,3,tuesday,0,15.0,15.0,afternoon,6.217860689144307,medium
MUMRES12DEL02 ,23.0,4.9,19.207222,72.972281,19.337222,73.102281,fog,low,2,meal,scooter,0.0,no,metropolitian,28,MUM,2,3,wednesday,0,15.0,23.0,night,19.878389859457627,very_long
DEHRES18DEL01 ,38.0,4.0,,,,,cloudy,low,0,buffet,motorcycle,2.0,no,metropolitian,42,DEH,18,2,friday,0,15.0,22.0,night,,
HYDRES09DEL01 ,20.0,4.9,17.431668,78.408321,17.541668,78.518321,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,40,HYD,25,3,friday,0,15.0,20.0,night,16.90290152749197,very_long
INDORES20DEL01 ,30.0,4.5,22.732225,75.874765,22.802225,75.944765,fog,medium,0,drinks,motorcycle,0.0,no,metropolitian,46,INDO,31,3,thursday,0,10.0,17.0,evening,10.587588203123412,long
COIMBRES05DEL01 ,34.0,4.7,11.022169,76.999594,11.062169,77.039594,fog,high,0,drinks,motorcycle,0.0,no,metropolitian,28,COIMB,5,4,tuesday,0,10.0,12.0,afternoon,6.232180611484166,medium
KNPRES19DEL02 ,33.0,4.7,26.49095,80.318656,26.57095,80.398656,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,31,KNP,12,2,saturday,1,5.0,20.0,night,11.936268761442488,long
JAPRES06DEL01 ,38.0,4.9,26.911927,75.797282,26.921927,75.807282,windy,low,2,drinks,scooter,1.0,no,urban,26,JAP,7,3,monday,0,10.0,10.0,morning,1.489789766813,short
MUMRES04DEL01 ,26.0,4.6,19.254567,72.848923,19.324567,72.918923,stormy,jam,1,drinks,scooter,0.0,no,metropolitian,27,MUM,12,3,saturday,1,15.0,19.0,evening,10.703215446671857,long
HYDRES20DEL01 ,36.0,4.6,17.483216,78.552111,17.523216,78.592111,sandstorms,high,2,snack,scooter,1.0,no,metropolitian,27,HYD,17,3,thursday,0,10.0,14.0,afternoon,6.1462436583934315,medium
MYSRES18DEL01 ,37.0,5.0,12.337928,76.617889,12.447928,76.727889,sunny,jam,1,drinks,scooter,1.0,no,urban,25,MYS,14,3,monday,0,5.0,19.0,evening,17.09752652782741,very_long
MUMRES11DEL01 ,31.0,4.3,18.994237,72.825553,19.064237,72.895553,stormy,jam,1,snack,scooter,1.0,no,metropolitian,32,MUM,6,3,sunday,1,5.0,20.0,night,10.711185800959656,long
COIMBRES04DEL02 ,22.0,4.0,11.024839,77.007003,11.074839,77.057003,windy,low,0,buffet,motorcycle,0.0,no,metropolitian,24,COIMB,3,4,sunday,1,15.0,23.0,night,7.790125828454116,medium
VADRES05DEL01 ,39.0,4.8,22.310526,73.170937,22.420526,73.280937,cloudy,medium,0,drinks,motorcycle,0.0,no,metropolitian,49,VAD,18,3,friday,0,10.0,18.0,evening,16.659963190057415,very_long
AGRRES16DEL02 ,27.0,4.6,,,,,stormy,jam,1,meal,motorcycle,1.0,no,urban,23,AGR,13,2,sunday,1,10.0,19.0,evening,,
BHPRES010DEL03 ,,,23.266261,77.379605,23.326261,77.439605,windy,jam,2,snack,scooter,1.0,no,metropolitian,24,BHP,15,2,tuesday,0,,,,9.058755058935285,medium
SURRES18DEL02 ,24.0,4.3,21.149834,72.778666,21.169834,72.798666,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,23,SUR,13,3,sunday,1,10.0,10.0,morning,3.040891552951612,short
INDORES07DEL03 ,31.0,4.7,22.722634,75.886959,22.752634,75.916959,stormy,low,2,snack,scooter,0.0,no,metropolitian,29,INDO,19,3,saturday,1,15.0,23.0,night,4.537989684962583,short
MYSRES05DEL02 ,29.0,4.9,12.323978,76.627961,12.373978,76.677961,stormy,jam,2,buffet,electric_scooter,1.0,no,urban,18,MYS,15,3,tuesday,0,5.0,21.0,night,7.772241951547947,medium
PUNERES14DEL01 ,34.0,5.0,18.516216,73.842527,18.626216,73.952527,cloudy,low,0,meal,motorcycle,0.0,yes,metropolitian,42,PUNE,16,3,wednesday,0,10.0,23.0,night,16.85352490584544,very_long
AGRRES18DEL01 ,36.0,5.0,27.161694,78.034714,27.271694,78.144714,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,44,AGR,14,2,monday,0,15.0,18.0,evening,16.368320331067043,very_long
INDORES16DEL01 ,23.0,4.6,22.744648,75.894377,22.784648,75.934377,cloudy,high,1,snack,scooter,1.0,no,metropolitian,23,INDO,5,3,saturday,1,10.0,13.0,afternoon,6.050103074349793,medium
RANCHIRES08DEL03 ,38.0,4.4,23.353783,85.326967,23.383783,85.356967,sandstorms,jam,1,buffet,motorcycle,1.0,no,urban,34,RANCHI,7,3,monday,0,5.0,19.0,evening,4.52824657673871,short
MYSRES06DEL03 ,22.0,4.6,12.323994,76.626167,12.383994,76.686167,stormy,low,1,buffet,scooter,1.0,no,metropolitian,11,MYS,3,3,thursday,0,5.0,23.0,night,9.326602961232513,medium
RANCHIRES010DEL02 ,27.0,4.8,23.354422,85.3329,23.374422,85.3529,cloudy,low,2,snack,motorcycle,0.0,no,urban,13,RANCHI,17,3,thursday,0,15.0,11.0,morning,3.0188764660307563,short
PUNERES04DEL03 ,32.0,4.7,18.51421,73.838429,18.54421,73.868429,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,28,PUNE,1,3,tuesday,0,15.0,20.0,night,4.596951629499114,short
VADRES04DEL03 ,23.0,4.1,,,,,windy,low,0,meal,motorcycle,1.0,no,metropolitian,24,VAD,7,3,monday,0,10.0,23.0,night,,
JAPRES03DEL03 ,21.0,4.0,26.913483,75.803139,27.053483,75.943139,cloudy,jam,1,buffet,motorcycle,1.0,no,metropolitian,31,JAP,8,3,tuesday,0,5.0,22.0,night,20.851598740135785,very_long
MYSRES07DEL01 ,35.0,5.0,12.325461,76.632278,12.435461,76.742278,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,20,MYS,6,4,wednesday,0,10.0,22.0,night,17.097925435353915,very_long
JAPRES08DEL01 ,35.0,4.8,26.910262,75.783013,26.980262,75.853013,cloudy,low,0,meal,motorcycle,2.0,no,metropolitian,44,JAP,6,4,wednesday,0,15.0,23.0,night,10.42736760615815,long
MYSRES06DEL02 ,35.0,4.8,12.323994,76.626167,12.453994,76.756167,windy,low,1,snack,scooter,1.0,no,metropolitian,15,MYS,2,4,saturday,1,15.0,22.0,night,20.206315811338555,very_long
VADRES010DEL02 ,29.0,4.5,22.310329,73.169083,22.440329,73.299083,windy,medium,2,meal,scooter,1.0,no,urban,27,VAD,4,3,friday,0,15.0,17.0,evening,19.68840740892438,very_long
MUMRES09DEL02 ,27.0,4.6,18.994049,72.825203,19.014049,72.845203,cloudy,low,1,meal,scooter,1.0,no,metropolitian,14,MUM,3,4,sunday,1,15.0,10.0,morning,3.060557773040758,short
PUNERES12DEL02 ,30.0,4.7,18.520016,73.830547,18.540016,73.850547,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,24,PUNE,5,3,saturday,1,10.0,9.0,morning,3.064627592336888,short
MYSRES02DEL01 ,25.0,4.8,12.304569,76.643622,12.414569,76.753622,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,32,MYS,6,4,wednesday,0,5.0,22.0,night,17.098593053938863,very_long
RANCHIRES16DEL02 ,29.0,4.7,23.371292,85.327872,23.501292,85.457872,sunny,medium,1,meal,motorcycle,0.0,no,metropolitian,15,RANCHI,2,4,saturday,1,5.0,18.0,evening,19.617824561450774,very_long
INDORES05DEL01 ,23.0,4.8,22.727021,75.884167,22.737021,75.894167,fog,high,2,drinks,motorcycle,1.0,no,metropolitian,22,INDO,17,3,thursday,0,10.0,11.0,morning,1.5126917819914392,short
HYDRES09DEL03 ,21.0,4.9,17.431668,78.408321,17.521668,78.498321,fog,jam,2,drinks,electric_scooter,2.0,no,metropolitian,40,HYD,10,3,thursday,0,5.0,20.0,night,13.83000931143171,long
PUNERES15DEL02 ,31.0,4.9,18.636215,73.751081,18.716215,73.831081,sunny,jam,2,snack,scooter,1.0,no,metropolitian,26,PUNE,29,3,tuesday,0,5.0,22.0,night,12.253528674537144,long
PUNERES07DEL01 ,36.0,4.9,18.546947,73.900626,18.556947,73.910626,fog,low,0,meal,motorcycle,0.0,no,metropolitian,26,PUNE,9,3,wednesday,0,5.0,9.0,morning,1.5322206834602052,short
PUNERES12DEL01 ,29.0,4.8,18.520016,73.830547,18.530016,73.840547,cloudy,high,1,meal,motorcycle,1.0,no,urban,28,PUNE,26,3,saturday,1,10.0,11.0,morning,1.5323350156090414,short
JAPRES14DEL03 ,28.0,4.9,26.88842,75.800689,27.02842,75.940689,stormy,low,0,drinks,motorcycle,1.0,no,,15,JAP,12,3,saturday,1,15.0,23.0,night,20.853653606522474,very_long
PUNERES16DEL01 ,35.0,4.5,18.536718,73.830327,18.606718,73.900327,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,21,PUNE,10,3,thursday,0,10.0,22.0,night,10.724956120302584,long
CHENRES03DEL02 ,37.0,4.9,13.091809,80.219104,13.111809,80.239104,sunny,low,2,meal,motorcycle,0.0,no,metropolitian,12,CHEN,5,4,tuesday,0,10.0,9.0,morning,3.104402431477901,short
CHENRES010DEL02 ,22.0,4.9,13.066762,80.251865,13.146762,80.331865,sandstorms,jam,2,snack,motorcycle,1.0,no,,22,CHEN,4,4,monday,0,10.0,19.0,evening,12.417487520918895,long
KOCRES06DEL02 ,,,9.982834,76.283268,10.032834,76.333268,,,3,drinks,motorcycle,0.0,no,urban,16,KOC,11,2,friday,0,,,,7.803078643590116,medium
BANGRES03DEL01 ,38.0,4.5,12.979166,77.640709,13.089166,77.750709,windy,medium,1,meal,motorcycle,1.0,no,metropolitian,22,BANG,2,3,wednesday,0,15.0,18.0,evening,17.07649014379466,very_long
INDORES12DEL03 ,37.0,4.7,22.74806,75.8934,22.83806,75.9834,windy,jam,2,drinks,scooter,1.0,no,urban,29,INDO,4,4,monday,0,10.0,19.0,evening,13.611428630407849,long
KOLRES07DEL03 ,20.0,4.7,22.547186,88.35068,22.637186,88.44068,sunny,jam,1,snack,motorcycle,,no,metropolitian,12,KOL,18,2,friday,0,15.0,19.0,evening,13.620606901382935,long
BANGRES010DEL02 ,37.0,4.7,12.933298,77.614293,12.953298,77.634293,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,25,BANG,21,3,monday,0,10.0,10.0,morning,3.105369890908668,short
KNPRES09DEL02 ,39.0,4.7,26.473698,80.352677,26.523698,80.402677,cloudy,jam,2,meal,motorcycle,1.0,no,metropolitian,27,KNP,17,2,thursday,0,5.0,20.0,night,7.461099952825721,medium
CHENRES09DEL02 ,39.0,4.0,13.044694,80.26147,13.094694,80.31147,stormy,jam,0,meal,motorcycle,2.0,no,metropolitian,41,CHEN,9,3,wednesday,0,15.0,20.0,night,7.761498257466441,medium
CHENRES11DEL02 ,20.0,5.0,13.064181,80.236442,13.114181,80.286442,cloudy,jam,2,meal,electric_scooter,0.0,no,metropolitian,27,CHEN,21,3,monday,0,10.0,21.0,night,7.761199672759851,medium
